,Src Pt,Dst Pt,Packets,Bytes
119462,5542,23,1,46
119463,23,5542,1,40
119464,22,21815,34,5706
119465,21815,22,17,2813
119466,22,54560,26,3745
119467,54560,22,24,2918
119468,3251,22,15,2871
119469,22,3251,18,2985
119470,22,56769,19,3185
119471,56769,22,17,2267
119472,29700,22,27,3056
119473,22,29700,26,3745
119474,62976,80,1,46
119475,80,62976,6,264
119476,56008,80,1,46
119477,80,56008,6,264
119478,22,13070,26,3745
119479,13070,22,24,2889
119480,29922,80,1,46
119481,80,29922,6,264
119482,40178,3128,1,46
119483,3128,40178,1,40
119484,22,44537,19,3185
119485,44537,22,17,2267
119486,11667,23,1,46
119487,23,11667,1,40
119488,21725,80,1,46
119489,80,21725,6,264
119490,50433,22,15,2163
119491,22,50433,19,3185
119492,12726,22,2,151
119493,22,12726,9,3518
119494,29368,22,2,106
119495,22,29368,3,180
119496,8080,48096,1,40
119497,48096,8080,1,46
119498,22,34678,19,3185
119499,34678,22,17,2267
119500,15618,22,6,326
119501,22,15618,5,374
119502,22,32785,21,3301
119503,32785,22,19,2365
119504,25098,22,2,106
119505,22,25098,4,240
119506,27382,22,6,329
119507,22,27382,12,6654
119508,43140,22,25,3003
119509,22,43140,31,5977
119510,23,7334,3,120
119511,7334,23,3,138
119512,32924,22,17,2435
119513,22,32924,23,3553
119514,22,28529,26,3745
119515,28529,22,24,2953
119516,8000,57005,7,556
119517,57005,8000,6,515
119518,23521,80,1,46
119519,80,23521,6,264
119520,13504,22,26,3051
119521,22,13504,26,3745
119522,42586,22,12,1808
119523,22,42586,13,2185
119524,22,34692,27,3809
119525,34692,22,24,2984
119526,8000,50090,7,556
119527,50090,8000,6,515
119528,8000,52293,7,556
119529,52293,8000,6,515
119530,56508,80,1,46
119531,80,56508,6,264
119532,22,55354,19,3185
119533,55354,22,17,2267
119534,14157,23,1,46
119535,23,14157,1,40
119536,22,33423,19,3185
119537,33423,22,17,2267
119538,219,80,1,46
119539,80,219,6,264
119540,22,45164,12,2133
119541,45164,22,17,2068
119542,2071,23,2,92
119543,23,2071,2,80
119544,30530,22,24,2912
119545,22,30530,26,3745
119546,35379,22,17,2689
119547,22,35379,13,2585
119548,8000,52294,7,702
119549,52294,8000,6,586
119550,8000,57006,7,702
119551,57006,8000,6,586
119552,8000,50091,7,702
119553,50091,8000,6,586
119554,58022,16992,1,46
119555,16992,58022,1,40
119556,7547,32427,1,40
119557,32427,7547,1,46
119558,26701,80,1,46
119559,80,26701,6,264
119560,55936,22,12,1827
119561,22,55936,14,2721
119562,50559,22,4,231
119563,22,50559,12,6537
119564,62818,22,14,1699
119565,22,62818,13,2585
119566,22,50123,26,3745
119567,50123,22,24,2927
119568,57509,5358,1,46
119569,5358,57509,1,40
119570,39675,23,1,46
119571,23,39675,1,40
119572,35125,22,5,301
119573,22,35125,7,1405
119574,16597,22,3,180
119575,22,16597,8,480
119576,22,12940,5,1285
119577,12940,22,6,340
119578,35157,22,15,2163
119579,22,35157,19,3185
119580,22,54861,19,3185
119581,54861,22,17,2267
119582,60550,22,17,2267
119583,22,60550,19,3185
119584,37207,22,7,441
119585,22,37207,8,1564
119586,22,55937,19,3185
119587,55937,22,17,2267
119588,22679,22,6,437
119589,22,22679,12,5823
119590,12481,80,1,46
119591,80,12481,6,264
119592,22,36099,26,3745
119593,36099,22,24,2889
119594,60864,22,17,2261
119595,22,60864,20,3261
119596,45262,22,5,262
119597,22,45262,5,345
119598,14436,80,1,46
119599,80,14436,6,264
119600,64500,22,15,1739
119601,22,64500,14,2625
119602,22,54854,19,3185
119603,54854,22,17,2267
119604,8000,49881,7,556
119605,49881,8000,6,515
119606,8000,49882,7,702
119607,49882,8000,6,586
119608,8000,54978,7,556
119609,54978,8000,6,515
119610,8000,54979,7,702
119611,54979,8000,6,586
119612,8000,62226,7,556
119613,62226,8000,6,515
119614,8000,62227,7,702
119615,62227,8000,6,586
119616,8000,63404,7,556
119617,63404,8000,6,515
119618,8000,63405,7,702
119619,63405,8000,6,586
119620,8000,57237,7,556
119621,57237,8000,6,515
119622,8000,61471,7,556
119623,61471,8000,6,515
119624,8000,54639,7,556
119625,54639,8000,6,515
119626,8000,54640,7,702
119627,54640,8000,6,586
119628,8000,56394,7,556
119629,56394,8000,6,515
119630,8000,56395,7,702
119631,56395,8000,6,586
119632,8000,62346,7,556
119633,62346,8000,6,515
119634,8000,62347,7,702
119635,62347,8000,6,586
119636,8000,62348,7,561
119637,62348,8000,6,589
119638,8000,52925,7,556
119639,52925,8000,5,469
119640,8000,52926,7,702
119641,52926,8000,6,586
119642,8000,56899,7,556
119643,56899,8000,6,515
119644,8000,56900,7,702
119645,56900,8000,6,586
119646,8000,56901,7,561
119647,56901,8000,6,589
119648,8000,57931,7,556
119649,57931,8000,6,515
119650,8000,57932,7,702
119651,57932,8000,6,586
119652,8000,57933,7,561
119653,57933,8000,6,589
119654,8000,58982,7,556
119655,58982,8000,6,515
119656,8000,58983,7,702
119657,58983,8000,6,586
119658,8000,60016,7,556
119659,60016,8000,6,515
119660,8000,60017,7,702
119661,60017,8000,6,586
119662,8000,60018,7,561
119663,60018,8000,6,589
119664,8000,61047,7,556
119665,61047,8000,6,515
119666,8000,61048,7,702
119667,61048,8000,6,586
119668,8000,62080,7,556
119669,62080,8000,6,515
119670,8000,62081,7,702
119671,62081,8000,6,586
119672,8000,62082,7,561
119673,62082,8000,6,589
119674,8000,63115,7,556
119675,63115,8000,6,515
119676,8000,63116,7,702
119677,63116,8000,6,586
119678,8000,63117,7,561
119679,63117,8000,6,589
119680,8000,64146,7,556
119681,64146,8000,6,515
119682,8000,64147,7,702
119683,64147,8000,6,586
119684,8000,64148,7,561
119685,64148,8000,6,589
119686,8000,65178,7,556
119687,65178,8000,6,515
119688,8000,65179,7,702
119689,65179,8000,6,586
119690,8000,49872,7,556
119691,49872,8000,6,515
119692,8000,49873,7,702
119693,49873,8000,6,586
119694,8000,50910,7,556
119695,50910,8000,6,515
119696,8000,50911,7,702
119697,50911,8000,6,586
119698,8000,50912,7,561
119699,50912,8000,6,589
119700,8000,51945,7,556
119701,51945,8000,6,515
119702,8000,51946,7,702
119703,51946,8000,6,586
119704,8000,51947,7,561
119705,51947,8000,6,589
119706,8000,52975,7,556
119707,52975,8000,6,515
119708,8000,52976,7,702
119709,52976,8000,6,586
119710,8000,52977,7,561
119711,52977,8000,6,589
119712,8000,54008,7,556
119713,54008,8000,6,515
119714,8000,54009,7,702
119715,54009,8000,6,586
119716,8000,54010,7,561
119717,54010,8000,6,589
119718,41885,3389,2,92
119719,3389,41885,1,40
119720,22,41600,19,3185
119721,41600,22,20,2423
119722,8000,57238,7,702
119723,57238,8000,6,586
119724,8000,57239,7,561
119725,57239,8000,6,589
119726,8000,61472,7,702
119727,61472,8000,6,586
119728,8000,61473,8,613
119729,61473,8000,6,595
119730,8000,54641,7,561
119731,54641,8000,6,589
119732,8000,56396,7,561
119733,56396,8000,6,589
119734,8000,52927,7,561
119735,52927,8000,6,589
119736,8000,58984,7,561
119737,58984,8000,6,589
119738,8000,61049,7,561
119739,61049,8000,6,589
119740,8000,65180,7,561
119741,65180,8000,6,589
119742,8000,49874,7,561
119743,49874,8000,6,589
119744,22,39519,19,3185
119745,39519,22,15,2179
119746,33216,22,15,2163
119747,22,33216,19,3185
119748,64133,23,1,46
119749,23,64133,1,40
119750,29524,22,18,2327
119751,22,29524,24,3597
119752,41396,9797,1,46
119753,9797,41396,1,40
119754,22,38263,26,3745
119755,38263,22,24,2905
119756,39245,22,14,1931
119757,22,39245,14,2721
119758,31001,22,8,501
119759,22,31001,10,1684
119760,22,53991,26,3745
119761,53991,22,26,2993
119762,18043,23,1,46
119763,23,18043,1,40
119764,59558,22,17,2267
119765,22,59558,19,3185
119766,42350,22,17,2267
119767,22,42350,19,3185
119768,44703,8999,2,92
119769,8999,44703,1,40
119770,31137,22,5,280
119771,22,31137,8,537
119772,40212,22,17,2267
119773,22,40212,19,3185
119774,28568,22,5,298
119775,22,28568,14,7834
119776,23,26057,1,40
119777,26057,23,1,46
119778,5901,17412,1,40
119779,17412,5901,1,46
119780,31432,22,12,1856
119781,22,31432,18,3297
119782,22,46286,21,3369
119783,46286,22,18,2403
119784,39456,80,1,46
119785,80,39456,6,264
119786,5097,5060,1,443
119787,0,3,1,471
119788,7330,22,24,2883
119789,22,7330,26,3745
119790,59069,102,1,46
119791,102,59069,1,40
119792,22,45321,5,1285
119793,45321,22,6,340
119794,58009,22,17,2261
119795,22,58009,20,3237
119796,27281,80,1,46
119797,80,27281,6,264
119798,445,1831,3,120
119799,1831,445,3,144
119800,60621,22,17,2261
119801,22,60621,20,3237
119802,40880,22,15,2163
119803,22,40880,19,3185
119804,38367,2323,1,46
119805,2323,38367,1,40
119806,21800,1962,1,46
119807,1962,21800,1,40
119808,3704,23,1,46
119809,23,3704,1,40
119810,22,39854,19,3185
119811,39854,22,17,2267
119812,43658,22,12,1808
119813,22,43658,13,2185
119814,22,21892,5,1285
119815,21892,22,6,340
119816,47852,22,12,1586
119817,22,47852,12,2545
119818,123,57634,1,76
119819,57634,123,1,76
119820,22,23561,26,3745
119821,23561,22,24,2895
119822,54045,22,1,60
119823,22,54045,6,360
119824,8000,50821,1,44
119825,50821,8000,2,92
119826,11280,22,18,2451
119827,22,11280,31,5897
119828,22,47826,19,3185
119829,47826,22,17,2267
119830,63097,23,1,46
119831,23,63097,1,40
119832,22,54344,20,3249
119833,54344,22,15,2157
119834,16308,23,1,46
119835,23,16308,1,40
119836,56840,80,1,46
119837,80,56840,6,264
119838,43993,22,5,301
119839,22,43993,9,3502
119840,42460,22,15,2163
119841,22,42460,19,3185
119842,26333,80,2,92
119843,80,26333,1,44
119844,58520,22,6,343
119845,22,58520,16,8818
119846,22,33451,19,3185
119847,33451,22,17,2267
119848,23014,22,24,2918
119849,22,23014,26,3745
119850,55904,22,17,2267
119851,22,55904,19,3185
119852,12236,22,25,3019
119853,22,12236,27,3809
119854,47809,80,1,46
119855,80,47809,6,264
119856,35698,7547,1,46
119857,7547,35698,1,40
119858,21182,80,1,46
119859,80,21182,6,264
119860,8089,22,24,2900
119861,22,8089,26,3745
119862,64036,22,18,2371
119863,22,64036,23,3525
119864,51624,22,24,2900
119865,22,51624,26,3745
119866,40464,22,5,262
119867,22,40464,5,345
119868,31787,23,1,46
119869,23,31787,1,40
119870,10959,22,6,329
119871,22,10959,10,4501
119872,123,56097,1,76
119873,56097,123,1,76
119874,41568,23,1,46
119875,23,41568,1,40
119876,57968,22,24,2900
119877,22,57968,26,3745
119878,23,8992,1,40
119879,8992,23,1,46
119880,22,56719,19,3185
119881,56719,22,15,2163
119882,27173,22,7,441
119883,22,27173,8,1564
119884,46750,23,1,46
119885,23,46750,1,40
119886,50489,22,16,2209
119887,22,50489,20,3261
119888,22,57368,19,3185
119889,57368,22,17,2267
119890,47180,22,6,353
119891,22,47180,6,1378
119892,1281,23,1,46
119893,23,1281,1,40
119894,52565,22,17,2267
119895,22,52565,19,3185
119896,53252,22,5,262
119897,22,53252,6,405
119898,15061,22,7,393
119899,22,15061,7,1454
119900,8080,48382,1,40
119901,48382,8080,2,92
119902,22,44038,19,3185
119903,44038,22,18,2319
119904,57949,1900,1,122
119905,0,3,1,150
119906,80,4816,6,264
119907,4816,80,1,46
119908,10282,22,3,188
119909,22,10282,12,1040
119910,21927,7547,1,46
119911,7547,21927,1,40
119912,46076,22,7,420
119913,22,46076,8,1535
119914,43545,80,1,46
119915,80,43545,6,264
119916,50548,22,5,277
119917,22,50548,9,5486
119918,22,46012,5,1285
119919,46012,22,6,340
119920,22,57982,19,3185
119921,57982,22,18,2319
119922,24393,80,1,46
119923,80,24393,6,264
119924,48322,22,10,561
119925,22,48322,12,4678
119926,37902,22,5,322
119927,22,37902,7,2418
119928,44532,22,16,2215
119929,22,44532,21,6229
119930,28317,1900,1,122
119931,0,3,1,150
119932,38715,22,15,2163
119933,22,38715,22,4462
119934,44138,80,1,46
119935,80,44138,6,264
119936,46834,22,15,2163
119937,22,46834,20,3249
119938,123,59667,1,76
119939,59667,123,1,76
119940,31629,23,1,46
119941,23,31629,1,40
119942,22,38800,28,3865
119943,38800,22,25,2943
119944,4560,5358,1,46
119945,5358,4560,1,40
119946,51075,22,17,2267
119947,22,51075,19,3185
119948,3106,53413,2,197
119949,0,3,2,253
119950,44592,22,12,1808
119951,22,44592,13,2185
119952,58187,22,2,92
119953,22,58187,1,44
119954,33707,23,1,46
119955,23,33707,1,40
119956,22,50924,19,3185
119957,50924,22,19,2371
119958,22,38603,19,3185
119959,38603,22,17,2267
119960,42314,22,6,329
119961,22,42314,13,8617
119962,22,38936,19,3185
119963,38936,22,17,2267
119964,57122,22,17,2267
119965,22,57122,19,3185
119966,22,49231,29,5034
119967,49231,22,18,2539
119968,36670,80,1,46
119969,80,36670,6,264
119970,60899,22,3,166
119971,22,60899,5,300
119972,43589,80,1,46
119973,80,43589,6,264
119974,22,45698,12,2133
119975,45698,22,17,2068
119976,42796,22,2,106
119977,22,42796,6,360
119978,22,3974,18,2985
119979,3974,22,17,2963
119980,32376,22,26,3004
119981,22,32376,26,3745
119982,49181,22,7,459
119983,22,49181,13,2000
119984,44534,22,6,340
119985,22,44534,8,529
119986,123,37653,1,76
119987,37653,123,1,76
119988,40598,22,24,2948
119989,22,40598,27,3865
119990,54330,22,15,2163
119991,22,54330,19,3185
119992,38035,22,6,359
119993,22,38035,5,2302
119994,22,40450,24,6013
119995,40450,22,17,2623
119996,39629,80,1,46
119997,80,39629,6,264
119998,57989,80,2,92
119999,80,57989,1,44
120000,28695,22,4,231
120001,22,28695,12,8481
120002,58631,21,1,46
120003,21,58631,1,40
120004,46548,21,1,46
120005,21,46548,1,40
120006,4935,3389,1,52
120007,3389,4935,1,40
120008,22,60324,26,3745
120009,60324,22,24,2889
120010,51379,23,1,46
120011,23,51379,1,40
120012,32857,19,1,46
120013,0,3,1,57
120014,54357,22,18,2403
120015,22,54357,21,3369
120016,22,34958,19,3185
120017,34958,22,19,2371
120018,15854,22,24,2900
120019,22,15854,26,3745
120020,24510,7547,1,46
120021,7547,24510,1,40
120022,21534,80,1,46
120023,80,21534,6,264
120024,23,42550,1,40
120025,42550,23,1,46
120026,62051,22,15,2163
120027,22,62051,19,3185
120028,36883,80,1,46
120029,80,36883,6,264
120030,15812,7547,1,46
120031,7547,15812,1,40
120032,22,30880,10,2421
120033,30880,22,12,2211
120034,51830,80,1,46
120035,80,51830,6,264
120036,123,46762,1,76
120037,46762,123,1,76
120038,50418,22,14,1699
120039,22,50418,13,2585
120040,2560,23,1,46
120041,23,2560,1,40
120042,48705,23,1,46
120043,23,48705,1,40
120044,1513,22,13,2779
120045,22,1513,19,3093
120046,22,44695,20,3249
120047,44695,22,17,2267
120048,45157,23,1,46
120049,23,45157,1,40
120050,40634,22,15,2163
120051,22,40634,19,3185
120052,59253,3772,2,92
120053,3772,59253,1,40
120054,14992,22,4,226
120055,22,14992,5,300
120056,22,33052,19,3185
120057,33052,22,17,2267
120058,12919,22,6,601
120059,22,12919,9,4474
120060,15713,22,4,210
120061,22,15713,4,257
120062,14168,22,25,2964
120063,22,14168,27,3838
120064,48576,80,1,46
120065,80,48576,6,264
120066,38439,22,16,2231
120067,22,38439,19,3185
120068,18977,23,1,46
120069,23,18977,1,40
120070,22,48969,20,3249
120071,48969,22,19,2371
120072,55759,22,7,419
120073,22,55759,14,7883
120074,31179,22,23,2837
120075,22,31179,26,3745
120076,48142,22,19,2383
120077,22,48142,22,3541
120078,52936,22,4,225
120079,22,52936,6,1357
120080,420,80,1,46
120081,80,420,6,264
120082,45532,22,12,1808
120083,22,45532,13,2185
120084,23077,22,7,375
120085,22,23077,8,3499
120086,62993,22,6,354
120087,22,62993,9,593
120088,21636,80,1,46
120089,80,21636,6,264
120090,22,60941,19,3185
120091,60941,22,15,2163
120092,23,15049,1,40
120093,15049,23,1,46
120094,2259,80,8,424
120095,80,2259,5,8668
120096,15029,22,18,2387
120097,22,15029,21,3369
120098,48550,22,19,2438
120099,22,48550,25,4462
120100,4165,22,10,2311
120101,22,4165,12,2541
120102,50937,22,17,2267
120103,22,50937,19,3185
120104,45703,80,2,92
120105,80,45703,7,304
120106,22,8723,26,3745
120107,8723,22,26,3004
120108,48748,22,17,2267
120109,22,48748,19,3185
120110,22,7705,26,3745
120111,7705,22,24,2950
120112,22,52409,19,3185
120113,52409,22,17,2267
120114,22,54964,5,1285
120115,54964,22,6,340
120116,58093,22,4,240
120117,22,58093,5,350
120118,42191,22,18,2319
120119,22,42191,19,3185
120120,238,80,3,138
120121,80,238,7,308
120122,49338,22,17,2267
120123,22,49338,19,3185
120124,32024,22,11,1756
120125,22,32024,12,2201
120126,20059,22,5,330
120127,22,20059,12,7759
120128,18655,80,1,46
120129,80,18655,6,264
120130,23656,22,6,329
120131,22,23656,14,8698
120132,22,49298,26,3745
120133,49298,22,26,2987
120134,46973,80,1,46
120135,80,46973,6,264
120136,50176,22,6,329
120137,22,50176,10,6425
120138,46981,22,17,2267
120139,22,46981,19,3185
120140,62408,22,28,3236
120141,22,62408,30,4030
120142,34143,22,5,277
120143,22,34143,14,6723
120144,22,37011,19,3185
120145,37011,22,15,2163
120146,44266,22,17,2283
120147,22,44266,19,3185
120148,39241,22,14,2111
120149,22,39241,18,3145
120150,20760,23,1,46
120151,23,20760,1,40
120152,22,48462,19,3185
120153,48462,22,17,2267
120154,22,40932,19,3197
120155,40932,22,17,2267
120156,22,3380,20,3065
120157,3380,22,15,2871
120158,58940,22,21,2727
120159,22,58940,25,3613
120160,29941,22,8,519
120161,22,29941,14,2060
120162,8301,22,24,2899
120163,22,8301,26,3745
120164,22,50984,27,4887
120165,50984,22,17,2366
120166,55802,23,1,46
120167,23,55802,1,40
120168,46395,22,15,2163
120169,22,46395,19,3185
120170,55623,22,24,2905
120171,22,55623,26,3745
120172,26818,22,6,335
120173,22,26818,7,3341
120174,61373,23,1,46
120175,23,61373,1,40
120176,22,60381,19,3185
120177,60381,22,17,2267
120178,22,60471,19,3185
120179,60471,22,17,2267
120180,7686,22,24,2900
120181,22,7686,26,3745
120182,7350,80,1,46
120183,80,7350,6,264
120184,50798,1777,1,46
120185,1777,50798,1,40
120186,28281,23,1,46
120187,23,28281,1,40
120188,22,4327,18,2985
120189,4327,22,13,2779
120190,23781,5358,1,46
120191,5358,23781,1,40
120192,28822,80,1,46
120193,80,28822,6,264
120194,34873,80,1,46
120195,80,34873,6,264
120196,51041,22,17,2279
120197,22,51041,23,4429
120198,24522,80,1,46
120199,80,24522,6,264
120200,46462,22,12,1808
120201,22,46462,13,2185
120202,56418,23,1,46
120203,23,56418,1,40
120204,28688,22,4,222
120205,22,28688,6,484
120206,58787,22,17,2267
120207,22,58787,19,3185
120208,22,34263,19,3185
120209,34263,22,15,2163
120210,31990,23,1,46
120211,23,31990,1,40
120212,50173,22,17,2267
120213,22,50173,19,3185
120214,22,46109,12,2133
120215,46109,22,17,2068
120216,52323,23,1,46
120217,23,52323,1,40
120218,25745,80,1,46
120219,80,25745,6,264
120220,21704,22,17,2283
120221,22,21704,21,3357
120222,17247,22,2,92
120223,22,17247,1,44
120224,22,30844,5,1285
120225,30844,22,6,340
120226,38570,22,26,3027
120227,22,38570,30,5013
120228,22,60913,19,3185
120229,60913,22,19,2371
120230,43997,22,17,2267
120231,22,43997,19,3185
120232,36099,81,1,46
120233,81,36099,1,40
120234,22,13981,28,4334
120235,13981,22,19,3011
120236,19549,22,4,216
120237,22,19549,3,205
120238,22,52924,19,3185
120239,52924,22,18,2319
120240,22,19292,22,3473
120241,19292,22,18,2383
120242,8000,4251,4,465
120243,4251,8000,5,286
120244,43194,22,21,2196
120245,22,43194,23,3545
120246,190,80,3,138
120247,80,190,7,308
120248,22,48490,19,3185
120249,48490,22,20,2423
120250,64534,22,27,3056
120251,22,64534,26,3745
120252,58566,22,6,359
120253,22,58566,12,5811
120254,3281,22,16,2917
120255,22,3281,18,2985
120256,57174,22,7,426
120257,22,57174,14,7838
120258,12954,22,24,2918
120259,22,12954,26,3745
120260,36012,21,1,46
120261,21,36012,1,40
120262,60270,22,7,419
120263,22,60270,7,1446
120264,3648,80,1,46
120265,80,3648,6,264
120266,24998,22,5,307
120267,22,24998,5,1326
120268,12294,22,24,2900
120269,22,12294,26,3745
120270,64112,22,28,3120
120271,22,64112,26,3745
120272,50294,22,4,210
120273,22,50294,3,205
120274,62619,80,1,46
120275,80,62619,6,264
120276,36364,23,1,46
120277,23,36364,1,40
120278,22,37060,5,1285
120279,37060,22,6,340
120280,37773,5632,1,46
120281,5632,37773,1,40
120282,22,48010,19,3185
120283,48010,22,17,2267
120284,22,52902,14,2625
120285,52902,22,14,1678
120286,33116,22,16,2227
120287,22,33116,20,4165
120288,22,36234,19,3185
120289,36234,22,15,2163
120290,8000,1215,7,561
120291,1215,8000,6,589
120292,8000,51101,7,561
120293,51101,8000,6,589
120294,8000,53167,7,561
120295,53167,8000,6,589
120296,62334,22,15,1724
120297,22,62334,14,2625
120298,8000,1216,7,1727
120299,1216,8000,6,579
120300,8000,51102,7,1727
120301,51102,8000,6,579
120302,8000,53168,7,1727
120303,53168,8000,6,579
120304,22,46588,26,3745
120305,46588,22,24,2905
120306,42781,22,6,353
120307,22,42781,6,1378
120308,41565,80,1,46
120309,80,41565,6,264
120310,39617,80,1,46
120311,80,39617,6,264
120312,22,59914,19,3185
120313,59914,22,17,2267
120314,55771,22,5,294
120315,22,55771,8,533
120316,12660,22,3,191
120317,22,12660,12,7823
120318,22,49254,26,3745
120319,49254,22,26,2999
120320,5076,5060,1,437
120321,0,3,1,465
120322,59244,22,24,2900
120323,22,59244,26,3745
120324,5316,5060,1,439
120325,0,3,1,467
120326,51704,22,24,2916
120327,22,51704,26,3745
120328,22,31535,5,1285
120329,31535,22,6,340
120330,50053,23,1,46
120331,23,50053,1,40
120332,22,48194,19,3185
120333,48194,22,18,2319
120334,80,2640,6,264
120335,2640,80,1,46
120336,58265,22,17,2261
120337,22,58265,20,3249
120338,41187,80,1,46
120339,80,41187,6,264
120340,32554,23,1,46
120341,23,32554,1,40
120342,21043,23,2,92
120343,23,21043,2,80
120344,60484,23,3,138
120345,23,60484,3,120
120346,56703,80,1,46
120347,80,56703,6,264
120348,9858,80,1,46
120349,80,9858,6,264
120350,55275,22,15,1739
120351,22,55275,14,2625
120352,47378,22,12,1808
120353,22,47378,13,2185
120354,13327,22,16,2227
120355,22,13327,18,3981
120356,30051,22,6,347
120357,22,30051,9,1513
120358,60880,23,1,46
120359,23,60880,1,40
120360,22,63916,5,1285
120361,63916,22,6,340
120362,22,18550,26,3745
120363,18550,22,24,2966
120364,32411,22,13,1872
120365,22,32411,15,2398
120366,27146,22,7,483
120367,22,27146,13,2000
120368,52215,22,7,431
120369,22,52215,11,4643
120370,23,28958,1,40
120371,28958,23,1,46
120372,16253,22,6,343
120373,22,16253,17,4978
120374,32066,22,24,2900
120375,22,32066,26,3745
120376,53420,8888,1,46
120377,8888,53420,1,40
120378,5358,5921,1,40
120379,5921,5358,1,46
120380,25361,80,1,46
120381,80,25361,6,264
120382,22,55946,26,3745
120383,55946,22,24,2937
120384,22,25570,28,3873
120385,25570,22,26,3155
120386,21486,22,8,441
120387,22,21486,8,2445
120388,22,24977,32,4353
120389,24977,22,28,3260
120390,22,41393,28,3985
120391,41393,22,24,2889
120392,63020,22,7,360
120393,22,63020,4,281
120394,45158,80,1,46
120395,80,45158,6,264
120396,53258,2323,1,46
120397,2323,53258,1,40
120398,23,7852,1,40
120399,7852,23,1,46
120400,22,45389,19,3185
120401,45389,22,15,2163
120402,22,54074,19,3185
120403,54074,22,15,2163
120404,61842,80,1,46
120405,80,61842,6,264
120406,22,40487,5,1285
120407,40487,22,6,340
120408,23758,22,26,3203
120409,22,23758,29,3993
120410,20278,22,24,2900
120411,22,20278,26,3745
120412,22,59336,19,3185
120413,59336,22,17,2267
120414,32806,5358,1,46
120415,5358,32806,1,40
120416,59204,23,1,46
120417,23,59204,1,40
120418,39177,23,1,46
120419,23,39177,1,40
120420,49820,22,7,381
120421,22,49820,10,4509
120422,10408,22,7,413
120423,22,10408,8,1498
120424,22,63009,26,3745
120425,63009,22,24,2889
120426,14242,22,15,2163
120427,22,14242,20,4085
120428,1433,6000,1,40
120429,6000,1433,1,46
120430,36381,80,1,46
120431,80,36381,6,264
120432,22,37260,19,3185
120433,37260,22,15,2163
120434,22,58140,14,4889
120435,58140,22,10,599
120436,20735,23,1,46
120437,23,20735,1,40
120438,64570,22,7,360
120439,22,64570,4,281
120440,52508,80,1,46
120441,80,52508,6,264
120442,40140,22,9,479
120443,22,40140,9,3477
120444,57103,22,16,2223
120445,22,57103,25,4734
120446,51460,22,15,2163
120447,22,51460,19,3185
120448,22,15262,26,3745
120449,15262,22,24,2883
120450,55378,22,29,3363
120451,22,55378,31,4005
120452,47931,22,15,2179
120453,22,47931,19,3185
120454,26570,22,9,532
120455,22,26570,9,2497
120456,22,22583,5,1285
120457,22583,22,6,340
120458,5477,5060,1,433
120459,0,3,1,461
120460,30656,23,1,46
120461,23,30656,1,40
120462,22,50214,19,3185
120463,50214,22,15,2163
120464,46756,23389,1,46
120465,23389,46756,1,40
120466,22,46641,12,2133
120467,46641,22,17,2068
120468,40892,22,15,2163
120469,22,40892,19,3185
120470,46063,22,18,2319
120471,22,46063,19,3185
120472,22,43400,20,3305
120473,43400,22,17,2279
120474,22,60186,19,3185
120475,60186,22,17,2267
120476,48292,22,12,1808
120477,22,48292,13,2185
120478,22,36358,36,7555
120479,36358,22,19,5359
120480,52808,22,7,420
120481,22,52808,8,1535
120482,22,40598,19,3185
120483,40598,22,17,2267
120484,60206,22,5,277
120485,22,60206,8,2425
120486,22,36865,18,3145
120487,36865,22,16,2215
120488,49106,80,1,46
120489,80,49106,6,264
120490,61878,22,17,3925
120491,22,61878,28,7631
120492,139,80,1,46
120493,80,139,6,264
120494,34845,22,7,399
120495,22,34845,8,4492
120496,2323,7125,1,40
120497,7125,2323,1,46
120498,42792,22,27,3056
120499,22,42792,26,3745
120500,32769,22,16,2209
120501,22,32769,20,3249
120502,52891,22,17,2267
120503,22,52891,19,3185
120504,25456,23,1,46
120505,23,25456,1,40
120506,57251,22,17,2267
120507,22,57251,19,3185
120508,22,17994,26,3745
120509,17994,22,26,3005
120510,7334,23,1,46
120511,23,7334,1,40
120512,17407,22,4,231
120513,22,17407,12,7751
120514,22,39957,19,3185
120515,39957,22,15,2179
120516,47050,22,17,2267
120517,22,47050,19,3185
120518,33222,80,1,46
120519,80,33222,6,264
120520,17492,22,16,2215
120521,22,17492,23,5357
120522,36934,22,17,2267
120523,22,36934,19,3185
120524,32099,22,19,2383
120525,22,32099,20,3289
120526,34875,22,16,2461
120527,22,34875,27,4926
120528,48200,80,1,46
120529,80,48200,6,264
120530,23,54719,1,40
120531,54719,23,1,46
120532,22,53273,19,3185
120533,53273,22,18,2319
120534,59516,22,26,3004
120535,22,59516,26,3745
120536,22,2230,28,3865
120537,2230,22,26,3017
120538,13784,22,27,3123
120539,22,13784,27,3809
120540,58167,22,15,2157
120541,22,58167,20,3249
120542,64624,22,5,301
120543,22,64624,7,3423
120544,49659,22,15,2163
120545,22,49659,20,4213
120546,8000,49908,7,561
120547,49908,8000,6,589
120548,8000,54166,7,561
120549,54166,8000,6,589
120550,8000,60199,7,561
120551,60199,8000,6,589
120552,8000,61272,7,561
120553,61272,8000,6,589
120554,8000,62382,7,561
120555,62382,8000,6,589
120556,8000,63410,7,561
120557,63410,8000,5,543
120558,8000,64474,7,561
120559,64474,8000,6,589
120560,8000,49215,7,561
120561,49215,8000,6,589
120562,8000,52065,7,561
120563,52065,8000,6,589
120564,8000,54746,7,561
