,Unnamed: 0,Duration_Average ,Duration_Std,Duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
6778,0:56:29,21.1162,[34.47692704],[1188.65849796],19517.8,[24975.76460411],[6.23788818e+08],19517.8,[24975.76460411],[6.23788818e+08],14,[9.18694726],[84.4],1943.8,[1422.78015167],[2024303.36],suspicious
6780,0:56:30,27.91345455,[44.66606173],[1995.05707061],19463.36364,[22961.01458311],[5.27208191e+08],19463.36364,[22961.01458311],[5.27208191e+08],9.590909091,[7.33397505],[53.78719008],1737.181818,[1754.3455303],[3077728.23966942],suspicious
6782,0:56:31,7.7236,[7.05343985],[49.75101371],18128.66667,[23751.36944028],[5.6412755e+08],18128.66667,[23751.36944028],[5.6412755e+08],12,[9.86238646],[97.26666667],1848.333333,[1650.20213577],[2723167.08888889],suspicious
6784,0:56:32,30.08794444,[43.18545894],[1864.98386372],17741,[20090.21718952],[4.03616827e+08],16199.25833,[19091.98705761],[3.6450397e+08],11.47222222,[9.1423499],[83.58256173],1792.333333,[1526.69419553],[2330795.16666667],suspicious
6786,0:56:33,23.66443243,[49.32670299],[2433.12362749],20135.83784,[22536.40555828],[5.07889575e+08],19429.79189,[22047.81729363],[4.86106247e+08],10.75675676,[8.966621],[80.40029218],1665.432432,[1562.23501607],[2440578.24543462],suspicious
6788,0:56:34,33.2582,[49.88533198],[2488.54634656],22834.4,[25690.87223198],[6.60020916e+08],22831.365,[25692.93528154],[6.60126923e+08],13.55,[7.31077971],[53.4475],2267.4,[1391.78749815],[1937072.44],suspicious
6790,0:56:35,0.066543478,[0.01093599],[0.0001196],33068.90217,[25320.37332477],[6.41121305e+08],33068.90217,[25320.37332477],[6.41121305e+08],6.5,[0.5],[0.25],589.75,[69.53551251],[4835.1875],normal
6792,0:56:36,0.05715,[0.00497268],[2.47275e-05],32875.625,[25137.62818534],[6.31900351e+08],32875.625,[25137.62818534],[6.31900351e+08],6.5,[0.5],[0.25],626.5,[12.5],[156.25],normal
6794,0:56:37,21.78305882,[30.88514507],[953.89218629],16768.14706,[21318.18769492],[4.54465127e+08],16768.38235,[21318.00266278],[4.54457238e+08],13.94117647,[9.42443999],[88.8200692],2292.5,[1789.0974269],[3200869.60294118],suspicious
6796,0:56:38,14.69075,[16.97028588],[287.99060289],20840.4,[24579.98992453],[6.04175905e+08],20840.4,[24579.98992453],[6.04175905e+08],11.35,[8.3772012],[70.1775],1793.775,[1622.08147896],[2631148.324375],suspicious
6798,0:56:39,17.93736364,[15.56004699],[242.11506223],22496.90909,[23414.50655219],[5.48239117e+08],22496.90909,[23414.50655219],[5.48239117e+08],18.27272727,[7.77046751],[60.38016529],2518.5,[1165.27483102],[1357865.43181818],suspicious
6800,0:56:40,0.52482963,[7.28515433],[53.07347363],32731.60926,[24935.94062157],[6.21801135e+08],32731.60926,[24935.94062157],[6.21801135e+08],6.481481481,[0.53543823],[0.2866941],865.337037,[499.61881147],[249618.95677641],normal
6802,0:56:41,0.06096,[0.01501653],[0.0002255],32634.66889,[24869.65465728],[6.18499723e+08],32634.66889,[24869.65465728],[6.18499723e+08],6.482222222,[0.53822296],[0.28968395],810.4244444,[464.54187213],[215799.15095802],normal
6804,0:56:42,22.12888889,[35.87204153],[1286.80336321],17689.38889,[19761.77597771],[3.9052779e+08],17689.38889,[19761.77597771],[3.9052779e+08],12.55555556,[11.11666528],[123.58024691],1600.166667,[1551.11810031],[2405967.36111111],suspicious
6806,0:56:43,6.71573913,[6.97736136],[48.6835715],22247.30435,[23236.83111007],[5.3995032e+08],22247.43913,[23236.70207534],[5.39944323e+08],8.608695652,[6.89510936],[47.54253308],1255.217391,[1231.33328079],[1516181.64839319],suspicious
6808,0:56:44,9.881,[8.06883998],[65.10617862],17661.57692,[19942.29206249],[3.97695013e+08],16240.89615,[19697.06776304],[3.87974478e+08],14.34615385,[10.14109047],[102.84171598],1975.5,[1451.69527556],[2107419.17307692],suspicious
6810,0:56:45,9.105222222,[7.50788812],[56.36838395],17900.80556,[22599.16855995],[5.1072242e+08],17900.80556,[22599.16855995],[5.1072242e+08],12.25,[9.33147303],[87.07638889],1979.472222,[1623.60510193],[2636093.52700617],suspicious
6812,0:56:46,14.22436842,[26.77595488],[716.9517595],17308.81579,[22067.3982785],[4.86970067e+08],17283.35,[22086.72596144],[4.87823464e+08],13.21052632,[9.46505455],[89.58725762],1828.157895,[1409.22973597],[1985928.44875346],suspicious
6814,0:56:47,18.48872727,[23.32534109],[544.07153711],19266.22727,[22089.87574543],[4.8796261e+08],19266.22727,[22089.87574543],[4.8796261e+08],15,[9.54891712],[91.18181818],2367.954545,[1916.01920367],[3671129.58884297],suspicious
6816,0:56:48,12.16747059,[27.74729996],[769.91265484],17351.38235,[20876.77833498],[4.35839874e+08],17351.45,[20876.71498937],[4.35837229e+08],9.411764706,[8.12808366],[66.06574394],1550.411765,[1684.92970909],[2838988.12456747],suspicious
6818,0:56:49,8.698909091,[9.03814198],[81.68801045],20471,[22945.37799764],[5.26490371e+08],20471,[22945.37799764],[5.26490371e+08],11.27272727,[9.20563967],[84.74380165],1582.272727,[1431.73388785],[2049861.92561983],suspicious
6820,0:56:50,24.4006,[39.10956324],[1529.55793664],20138.46667,[22660.45980959],[5.13496439e+08],20138.46667,[22660.45980959],[5.13496439e+08],12.63333333,[8.56926031],[73.43222222],2070.566667,[1879.72653478],[3533371.84555556],suspicious
6822,0:56:51,17.01017647,[27.65861111],[764.99876873],16096.58824,[21380.00435277],[4.57104586e+08],16096.58824,[21380.00435277],[4.57104586e+08],11.29411765,[8.98537836],[80.73702422],1818.588235,[1655.62332526],[2741088.59515571],suspicious
6824,0:56:52,26.30619355,[37.85007516],[1432.6281899],17706.67742,[22611.9262029],[5.11299207e+08],17706.67742,[22611.9262029],[5.11299207e+08],13.16129032,[8.76980441],[76.9094693],2233.258065,[1521.06636974],[2313642.90114464],suspicious
6826,0:56:53,15.97327273,[34.17524338],[1167.9472602],23744.86364,[25508.69819973],[6.50693684e+08],23744.86364,[25508.69819973],[6.50693684e+08],8.954545455,[8.34199275],[69.58884298],1298.409091,[1358.49698561],[1845514.05991736],suspicious
6828,0:56:54,12.535875,[28.46826057],[810.44185986],14926.875,[18849.50321419],[3.55303771e+08],14927.125,[18849.30529017],[3.5529631e+08],9.59375,[8.18099694],[66.92871094],1356.625,[1314.75634031],[1728584.234375],suspicious
6830,0:56:55,9.8735,[6.4336473],[41.39181758],19108.95833,[22352.66975568],[4.99641845e+08],19108.95833,[22352.66975568],[4.99641845e+08],15.5,[8.5732141],[73.5],2297.875,[1382.89654688],[1912402.859375],suspicious
6832,0:56:56,17.15147368,[24.30929284],[590.94171835],21535.57895,[23615.53534237],[5.5769351e+08],21535.75263,[23615.3769665],[5.57686029e+08],13.47368421,[7.46478343],[55.72299169],2379.578947,[2046.0866709],[4186470.66481994],suspicious
6834,0:56:57,10.28972222,[8.02183609],[64.34985431],16614.41667,[20999.65579529],[4.40985544e+08],16614.41667,[20999.65579529],[4.40985544e+08],13.83333333,[8.77971146],[77.08333333],2005.388889,[1362.96617464],[1857676.79320988],suspicious
6836,0:56:58,9.250258065,[8.30037851],[68.89628348],18892.58065,[22809.31353463],[5.20264784e+08],20834.93548,[23672.04341444],[5.60365639e+08],10.12903226,[9.78393],[95.72528616],1483.709677,[1590.26478204],[2528942.07700312],suspicious
6838,0:56:59,10.5734375,[12.81771464],[164.2938085],20712.59375,[23420.97833655],[5.48542226e+08],20712.59375,[23420.97833655],[5.48542226e+08],10.65625,[8.46540524],[71.66308594],1690.21875,[1493.17283273],[2229565.10839844],suspicious
6840,0:57:00,24.77890909,[33.17462601],[1100.55581063],16435.59091,[22402.61925567],[5.0187735e+08],13912.74091,[20707.79082705],[4.28812601e+08],17.77272727,[9.0700898],[82.26652893],2642.636364,[1732.9017059],[3002948.32231405],suspicious
6842,0:57:01,23.73991667,[38.03864367],[1446.93841208],20283.54167,[21742.99917594],[4.72758013e+08],20283.54167,[21742.99917594],[4.72758013e+08],11.5,[8.3715789],[70.08333333],1992.208333,[1991.41733403],[3965742.99826389],suspicious
6844,0:57:02,24.76086667,[40.69953814],[1656.45240478],17537.2,[20513.52140646],[4.2080456e+08],17157.13667,[20727.69445826],[4.29637318e+08],12.3,[10.04705595],[100.94333333],1633.166667,[1456.06350785],[2120120.93888889],suspicious
6846,0:57:03,26.26341176,[41.45780373],[1718.74948977],20803.73529,[22730.42178811],[5.16672075e+08],20803.73529,[22730.42178811],[5.16672075e+08],11,[8.57492926],[73.52941176],1869.411765,[1840.97058988],[3389172.71280277],suspicious
6848,0:57:04,10.99992857,[20.31008127],[412.49940135],18473.28571,[20298.35734708],[4.12023311e+08],18473.28571,[20298.35734708],[4.12023311e+08],8.821428571,[8.91248551],[79.43239796],1378.357143,[1853.4898592],[3435424.65816327],suspicious
6850,0:57:05,18.32438095,[25.20842312],[635.46459633],17915,[20655.58207385],[4.26653071e+08],17915,[20655.58207385],[4.26653071e+08],14.95238095,[9.30681364],[86.61678005],2116.928571,[1482.30064737],[2197215.20918367],suspicious
6852,0:57:06,14.2384375,[28.65440147],[821.07472337],21020.1875,[22451.19660151],[5.04056229e+08],21020.1875,[22451.19660151],[5.04056229e+08],10.59375,[8.06171266],[64.99121094],1741.21875,[1481.31001428],[2194279.35839844],suspicious
6854,0:57:07,18.3125,[30.10404067],[906.25326468],18114.42857,[21112.61037428],[4.45742317e+08],18114.42857,[21112.61037428],[4.45742317e+08],10.96428571,[10.02312377],[100.4630102],1487.714286,[1579.73137086],[2495551.20408163],suspicious
6856,0:57:08,15.37389474,[19.58326452],[383.50424925],20069.42105,[21654.56486169],[4.68920179e+08],20068.90263,[21654.90357871],[4.68934849e+08],14.57894737,[9.30939418],[86.66481994],2326.894737,[1681.74321823],[2828260.25207756],suspicious
6858,0:57:09,11.04656,[8.27721043],[68.51221249],19956.36,[24555.15663624],[6.02955717e+08],19956.484,[24555.05586681],[6.02950769e+08],13.76,[7.80912287],[60.9824],2135.6,[1439.16264543],[2071189.12],suspicious
6860,0:57:10,9.270214286,[7.82385099],[61.21264431],20878.32143,[24531.76640902],[6.01807563e+08],20877.36786,[24532.35629873],[6.01836506e+08],13.39285714,[9.88989125],[97.80994898],1949.821429,[1389.03427536],[1929416.21811224],suspicious
6862,0:57:11,11.445,[9.11512227],[83.085454],21202.13636,[26253.20296008],[6.89230666e+08],21202.13636,[26253.20296008],[6.89230666e+08],12.31818182,[9.04728168],[81.85330579],1741.772727,[1411.89131477],[1993437.08471074],suspicious
6864,0:57:12,15.64326316,[26.88756842],[722.94133577],19969.02632,[22848.84064373],[5.22069519e+08],19969.02632,[22848.84064373],[5.22069519e+08],11.47368421,[7.82619368],[61.24930748],2002.236842,[1921.27750036],[3691307.2333795],suspicious
6866,0:57:13,0.17312963,[0.32373412],[0.10480378],32902.62037,[25140.62787591],[6.3205117e+08],32902.62037,[25140.62787591],[6.3205117e+08],6.472222222,[0.55207241],[0.30478395],593.5925926,[65.90467822],[4343.4266118],normal
6868,0:57:14,1.019294118,[0.41840872],[0.17506585],33466.14706,[25613.71540007],[6.56062417e+08],33466.14706,[25613.71540007],[6.56062417e+08],6.470588235,[0.55494007],[0.30795848],626.1764706,[21.42218557],[458.9100346],normal
6870,0:57:15,26.5773125,[39.11861863],[1530.26632321],20245.59375,[20811.4393106],[4.33116006e+08],20245.59375,[20811.4393106],[4.33116006e+08],13.9375,[8.77830244],[77.05859375],2274.71875,[1788.54973083],[3198910.13964844],suspicious
6872,0:57:16,19.53683333,[33.38685357],[1114.68199103],20291.16667,[23247.83175852],[5.40461681e+08],20187.73056,[23306.97561561],[5.43215112e+08],8.527777778,[8.77017075],[76.91589506],1424.722222,[1773.80018308],[3146367.08950617],suspicious
6874,0:57:17,4.2387,[6.62447061],[43.88361081],16308.25,[20359.68408369],[4.14516736e+08],16290.515,[20369.26248123],[4.14906854e+08],7.5,[9.14056891],[83.55],1041.85,[1327.65546265],[1762669.0275],suspicious
6876,0:57:18,16.54951515,[31.27959548],[978.41309364],18420.87879,[22446.61281022],[5.03850427e+08],18302.31212,[22532.23213699],[5.07701485e+08],9.787878788,[7.72935207],[59.74288338],1585.757576,[1552.68566997],[2410832.78971533],suspicious
6878,0:57:19,14.0023125,[19.35727325],[374.70402784],17505.96875,[21615.6597943],[4.67236748e+08],17506.06875,[21615.57881388],[4.67233247e+08],14.6875,[8.63292209],[74.52734375],2355.0625,[1714.50258708],[2939519.12109375],suspicious
6880,0:57:20,11.855,[8.02684504],[64.43024133],15352.75,[19509.37222689],[3.80615605e+08],15310.84583,[19530.30096704],[3.81432656e+08],16.54166667,[9.81061995],[96.24826389],2247.333333,[1383.89913128],[1915176.80555556],suspicious
6882,0:57:21,14.80464286,[26.53424201],[704.0659988],18856.17857,[22367.91744098],[5.00323731e+08],18856.17857,[22367.91744098],[5.00323731e+08],10.53571429,[9.74489662],[94.9630102],1572.821429,[1713.55868326],[2936283.36096939],suspicious
6884,0:57:22,17.90280952,[30.45141935],[927.28894034],17869.54762,[21485.75464969],[4.61637653e+08],17869.54762,[21485.75464969],[4.61637653e+08],12.80952381,[8.20637991],[67.3446712],2113.809524,[1701.45061692],[2894934.20181406],suspicious
6886,0:57:23,25.99121739,[49.26791937],[2427.3278786],18778.1087,[21888.01228013],[4.79085082e+08],18778.1087,[21888.01228013],[4.79085082e+08],12.36956522,[8.74607663],[76.49385633],1862.695652,[1592.10916806],[2534811.60302457],suspicious
6888,0:57:24,10.41627273,[7.0078291],[49.10966874],24998.31818,[24866.95782904],[6.18365592e+08],23466.65,[25316.46672263],[6.40923487e+08],15.77272727,[9.2339877],[85.26652893],2223,[1474.48635124],[2174110.],suspicious
6890,0:57:25,26.81473684,[44.15961016],[1950.07116956],18488.44737,[21959.93730182],[4.82238846e+08],16905.98158,[21040.20066399],[4.42690044e+08],9.947368421,[8.93234032],[79.7867036],1590.815789,[1656.90915253],[2745347.93975069],suspicious
6892,0:57:26,25.15266667,[43.38048956],[1881.86687456],9944.666667,[14857.80186935],[2.20754276e+08],9944.858333,[14857.64522799],[2.20749622e+08],9.333333333,[8.44919457],[71.38888889],1449.583333,[1199.07099167],[1437771.24305556],suspicious
6894,0:57:27,17.4655,[29.80638678],[888.42069262],21262.78125,[22726.63174248],[5.1649979e+08],21262.78125,[22726.63174248],[5.1649979e+08],11.28125,[8.38612833],[70.32714844],1628.96875,[1302.14540481],[1695582.65527344],suspicious
6896,0:57:28,17.67636842,[26.7215985],[714.04382644],18233.39474,[23807.35049312],[5.66789938e+08],18233.81579,[23807.02808533],[5.66774586e+08],12.57894737,[8.01850353],[64.29639889],1873.078947,[1414.54384281],[2000934.283241],suspicious
6898,0:57:29,15.12427273,[5.64819143],[31.90206638],18396.63636,[20250.22567225],[4.1007164e+08],18396.63636,[20250.22567225],[4.1007164e+08],19.77272727,[5.07159486],[25.72107438],3046.909091,[998.59441713],[997190.80991736],suspicious
6900,0:57:30,13.69245,[25.75996938],[663.57602265],18429.075,[20310.63978976],[4.12522089e+08],18429.075,[20310.63978976],[4.12522089e+08],11.175,[9.97218005],[99.444375],1642.375,[1757.65159641],[3089339.134375],suspicious
6902,0:57:31,10.94915789,[8.62719774],[74.42854076],19010.23684,[23456.31195428],[5.5019857e+08],19010.23684,[23456.31195428],[5.5019857e+08],13.73684211,[9.52195306],[90.66759003],1943.736842,[1465.19574198],[2146798.56232687],suspicious
6904,0:57:32,11.836,[9.50921356],[90.42514247],21040.61765,[23062.93450924],[5.31898948e+08],21040.61765,[23062.93450924],[5.31898948e+08],14.47058824,[8.72196448],[76.07266436],2189.058824,[1480.51453578],[2191923.29065744],suspicious
6906,0:57:33,18.14133333,[22.02085827],[484.91819876],19634.36667,[22534.04122283],[5.07783014e+08],19634.36667,[22534.04122283],[5.07783014e+08],13.46666667,[6.57638874],[43.24888889],2306.3,[1542.47113749],[2379217.21],suspicious
6908,0:57:34,34.55891667,[40.76956678],[1662.15757508],19305.70833,[22519.08996733],[5.07109413e+08],19305.70833,[22519.08996733],[5.07109413e+08],10.45833333,[8.22080271],[67.58159722],2134.208333,[2524.43718115],[6372783.08159722],suspicious
6910,0:57:35,0.073326087,[0.00796747],[6.34806238e-05],33088.38043,[25338.84855009],[6.42057246e+08],33088.38043,[25338.84855009],[6.42057246e+08],6.467391304,[0.56049448],[0.31415406],862.3804348,[499.0512704],[249052.17048677],normal
6912,0:57:36,5.978971429,[5.70758692],[32.57654843],18239.11429,[21880.14151792],[4.78740593e+08],18239.20286,[21880.06769144],[4.78737362e+08],9.514285714,[8.29241109],[68.76408163],1404.942857,[1412.722396],[1995784.56816327],suspicious
6914,0:57:37,11.9088,[6.61786713],[43.79616536],21732.85,[22998.10117439],[5.28912658e+08],21732.85,[22998.10117439],[5.28912658e+08],16.2,[9.09725233],[82.76],2184.95,[1366.84207116],[1868257.2475],suspicious
6916,0:57:38,10.3985625,[7.06441949],[49.90602275],22928.71875,[24143.8558828],[5.82925777e+08],21176.54063,[23704.23598875],[5.61890804e+08],14.125,[8.60868021],[74.109375],2097.71875,[1424.85951576],[2030224.63964844],suspicious
6918,0:57:39,12.36377778,[20.74721893],[430.44709351],19092.94444,[23376.48783969],[5.46460184e+08],19092.94444,[23376.48783969],[5.46460184e+08],12.44444444,[9.42939978],[88.91358025],1972.5,[1641.59987174],[2694850.13888889],suspicious
6920,0:57:40,19.97646667,[29.50454129],[870.51795678],21076.43333,[23455.36763825],[5.50154271e+08],21076.43333,[23455.36763825],[5.50154271e+08],12.66666667,[7.94704697],[63.15555556],2504.3,[1955.48560295],[3823923.94333333],suspicious
6922,0:57:41,36.8974,[60.00373851],[3600.44863504],19078.13333,[21744.6707352],[4.72830705e+08],19078.13333,[21744.6707352],[4.72830705e+08],12.2,[9.14840605],[83.69333333],1846.233333,[1920.58580791],[3688649.84555556],suspicious
6924,0:57:42,10.66306667,[15.99776564],[255.92850553],23984.93333,[23404.59118483],[5.47774889e+08],23984.93333,[23404.59118483],[5.47774889e+08],10.2,[9.43539436],[89.02666667],1521.966667,[1696.15202706],[2876931.69888889],suspicious
6926,0:57:43,9.9469375,[8.60769978],[74.09249556],20694.46875,[24075.18302239],[5.79614438e+08],20694.46875,[24075.18302239],[5.79614438e+08],13.1875,[10.34540206],[107.02734375],1861.6875,[1563.01672331],[2443021.27734375],suspicious
6928,0:57:44,13.874375,[15.97458495],[255.18736423],18216.125,[22138.1423407],[4.90097346e+08],18216.125,[22138.1423407],[4.90097346e+08],13.84375,[10.62164469],[112.81933594],1963.15625,[1574.06037665],[2477666.06933594],suspicious
6930,0:57:45,6.260222222,[6.47753844],[41.95850428],17560.80556,[20357.11389828],[4.14412086e+08],17560.80556,[20357.11389828],[4.14412086e+08],10.02777778,[8.1564089],[66.52700617],1708.277778,[1548.79786019],[2398774.81172839],suspicious
6932,0:57:46,12.63085714,[11.5038839],[132.33934484],20691.17857,[23704.57009441],[5.61906643e+08],20691.17857,[23704.57009441],[5.61906643e+08],14.42857143,[8.04198168],[64.67346939],2349.464286,[1621.68663263],[2629867.53443878],suspicious
6934,0:57:47,12.07933333,[9.11010065],[82.99393378],21514.83333,[23677.58653769],[5.60628104e+08],21514.83333,[23677.58653769],[5.60628104e+08],12.22222222,[9.6237874],[92.61728395],1677.388889,[1612.08240549],[2598809.68209877],suspicious
6936,0:57:48,9.543434783,[8.57657456],[73.5576312],17200.84783,[20287.88552525],[4.11598299e+08],17200.84783,[20287.88552525],[4.11598299e+08],11.17391304,[9.21790401],[84.96975425],1557.847826,[1448.53033417],[2098240.12901701],suspicious
6938,0:57:49,20.88318182,[32.26006364],[1040.71170615],17850.36364,[22805.31308419],[5.20082305e+08],17850.36364,[22805.31308419],[5.20082305e+08],14.31818182,[8.75622565],[76.6714876],2044.909091,[1374.55595835],[1889404.08264463],suspicious
6940,0:57:50,11.71015385,[7.977767],[63.64476628],14992.61538,[22230.4950723],[4.94194911e+08],14992.92308,[22230.28761176],[4.94185687e+08],16,[9.55550586],[91.30769231],2291.153846,[1453.52276827],[2112728.43786982],suspicious
6942,0:57:51,21.14647619,[35.56771687],[1265.06248301],17463.09524,[22301.07640132],[4.97338009e+08],17463.28571,[22300.92727977],[4.97331358e+08],11.45238095,[9.28952913],[86.29535147],1784.690476,[1715.37746073],[2942519.83276644],suspicious
6944,0:57:52,15.1695,[26.07218398],[679.75877747],19257.77778,[21399.11348386],[4.57922058e+08],19257.77778,[21399.11348386],[4.57922058e+08],13.47222222,[8.09144305],[65.47145062],2077.972222,[1645.52111783],[2707739.7492284],suspicious
6946,0:57:53,24.18289474,[47.97345554],[2301.45243683],17730.63158,[22398.12013778],[5.01675786e+08],16284.95526,[21584.82568649],[4.659047e+08],11.71052632,[8.05542607],[64.8898892],1795.394737,[1522.22144698],[2317158.13365651],suspicious
6948,0:57:54,26.84264286,[39.84790066],[1587.8551868],21716.53571,[25914.55877836],[6.71564357e+08],21716.53571,[25914.55877836],[6.71564357e+08],14.46428571,[8.85390206],[78.39158163],2601.25,[2261.83748982],[5115908.83035714],suspicious
6950,0:57:55,16.99527273,[34.1889252],[1168.88260602],18749.40909,[23777.1272897],[5.65351782e+08],15844.17727,[23217.24369043],[5.39040405e+08],8.227272727,[8.06750958],[65.08471074],1150.863636,[1296.85778625],[1681840.1177686],suspicious
6952,0:57:56,14.60730435,[24.23376353],[587.27529499],16683.80435,[20442.24903672],[4.17885546e+08],16683.80435,[20442.24903672],[4.17885546e+08],12.39130435,[9.52908194],[90.80340265],1965.717391,[1830.12022251],[3349340.02882798],suspicious
6954,0:57:57,7.124857143,[7.17630104],[51.49929655],22479.71429,[24186.60347155],[5.84991787e+08],22479.71429,[24186.60347155],[5.84991787e+08],11.78571429,[9.27114241],[85.95408163],1670.5,[1442.09120229],[2079627.03571429],suspicious
6956,0:57:58,8.7445,[4.99007917],[24.90089008],22122.91667,[23840.81294041],[5.68384362e+08],22122.91667,[23840.81294041],[5.68384362e+08],14,[6.58913247],[43.41666667],2202.666667,[1201.00546997],[1442414.13888889],suspicious
6958,0:57:59,6.847564103,[7.26964682],[52.84776486],18994.23077,[23198.92627761],[5.3819018e+08],18250.23077,[23325.363616],[5.44072588e+08],10.61538462,[9.67845979],[93.67258383],1501.205128,[1475.67634523],[2177620.67587114],suspicious
6960,0:58:00,6.428615385,[5.68828121],[32.35654316],16034.73077,[21291.2420611],[4.53316989e+08],16031.55,[21292.84448013],[4.53385226e+08],10.65384615,[8.14740311],[66.38017751],1600.846154,[1293.59620059],[1673391.13017751],suspicious
6962,0:58:01,9.720266667,[7.86889687],[61.91953793],20569.86667,[24042.37320612],[5.78035709e+08],20569.86667,[24042.37320612],[5.78035709e+08],14.06666667,[9.57751998],[91.72888889],1998.6,[1488.20750345],[2214761.57333333],suspicious
6964,0:58:02,20.15133333,[37.86401983],[1433.68399756],18526.19444,[22429.91285441],[5.03100991e+08],17940.50833,[22498.40170779],[5.06178079e+08],11.08333333,[6.80838943],[46.35416667],1998.277778,[1583.69128605],[2508078.08950617],suspicious
6966,0:58:03,7.565727273,[6.87568134],[47.27499383],12762.27273,[16895.76538174],[2.85466888e+08],12762.27273,[16895.76538174],[2.85466888e+08],10.95454545,[9.65532012],[93.22520661],1476.636364,[1444.4483233],[2086430.95867769],suspicious
6968,0:58:04,15.16836364,[25.0540964],[627.70774641],19466.18182,[21622.68192229],[4.67540374e+08],19466.18182,[21622.68192229],[4.67540374e+08],11.63636364,[10.3332889],[106.7768595],1741.454545,[1841.24396505],[3390179.33884297],suspicious
6970,0:58:05,13.0622,[23.09594476],[533.42266456],19805.26667,[21214.40026481],[4.50050779e+08],19805.26667,[21214.40026481],[4.50050779e+08],10.73333333,[8.91415853],[79.46222222],1773.466667,[1787.59487829],[3195495.44888889],suspicious
6972,0:58:06,15.7085,[26.26834012],[690.02569269],22134.22222,[24426.02364978],[5.96630631e+08],22134.22222,[24426.02364978],[5.96630631e+08],14.11111111,[8.30922438],[69.04320988],2283.361111,[1626.77148147],[2646385.4529321],suspicious
6974,0:58:07,19.65341667,[31.62311245],[1000.02124108],19600.625,[22956.7037682],[5.27010248e+08],17546.6375,[22404.5954229],[5.01965896e+08],11.91666667,[8.83608448],[78.07638889],1664.708333,[1401.79264632],[1965022.62326389],suspicious
6976,0:58:08,19.50840909,[32.7706997],[1073.91875906],18370.40909,[21812.5177513],[4.75785931e+08],17293.21136,[21448.78449572],[4.60050356e+08],11.75,[8.68678463],[75.46022727],1835.613636,[1726.53393216],[2980919.41890496],suspicious
6978,0:58:09,8.854636364,[8.4649482],[71.65534805],19802.27273,[23335.89208841],[5.4456386e+08],19802.27273,[23335.89208841],[5.4456386e+08],13.5,[9.85693111],[97.15909091],1859.136364,[1443.02955603],[2082334.29958678],suspicious
6980,0:58:10,9.456142857,[7.88764172],[62.21489184],15398.10714,[19306.43170282],[3.72738305e+08],15398.10714,[19306.43170282],[3.72738305e+08],12.39285714,[8.58711362],[73.73852041],1783.321429,[1367.82572651],[1870947.21811224],suspicious
6982,0:58:11,14.57275862,[29.7745617],[886.52452425],16287.82759,[21370.70309312],[4.56706951e+08],16280.83793,[21374.32668149],[4.56861841e+08],10.5862069,[8.89601709],[79.1391201],1774.965517,[1849.33383128],[3420035.6195006],suspicious
6984,0:58:12,26.113,[40.15582595],[1612.49035784],17834.26,[20690.25926644],[4.28086829e+08],16848.858,[20312.5464787],[4.12599544e+08],10.92,[9.36128196],[87.6336],1817.64,[1950.26941482],[3803550.7904],suspicious
6986,0:58:13,13.24296154,[26.39936382],[696.92640996],16764.34615,[22035.44069298],[4.85560647e+08],16629.94808,[22114.96728756],[4.89071778e+08],9.365384615,[9.46659887],[89.61649408],1303.423077,[1516.06823657],[2298462.89792899],suspicious
6988,0:58:14,0.078478261,[0.00669763],[4.48582231e-05],33178.32609,[25391.15291152],[6.44710646e+08],33178.32609,[25391.15291152],[6.44710646e+08],6.456521739,[0.578849],[0.33506616],1150.717391,[575.79055911],[331534.76795841],normal
6990,0:58:15,20.4572381,[40.26976976],[1621.65435685],20341.16667,[22087.47003977],[4.87856333e+08],20341.16667,[22087.47003977],[4.87856333e+08],9.880952381,[8.69921283],[75.67630385],1486.166667,[1505.36772784],[2266131.99603175],suspicious
6992,0:58:16,13.175,[18.28853965],[334.4706825],21120.16667,[23230.85276213],[5.3967252e+08],21120.16667,[23230.85276213],[5.3967252e+08],12.83333333,[7.44237119],[55.38888889],2137,[1653.91165121],[2735423.75],suspicious
6994,0:58:17,25.37707143,[45.86510763],[2103.60809821],22627.17857,[24643.87998071],[6.07320821e+08],22627.29286,[24643.77505436],[6.07315649e+08],7.821428571,[7.48357044],[56.00382653],955.9642857,[1177.79650444],[1387204.60586735],suspicious
6996,0:58:18,16.048875,[28.6943941],[823.36825248],19443.03125,[21704.03673641],[4.71065211e+08],19438.41563,[21707.05431173],[4.71196207e+08],12.46875,[10.07777373],[101.56152344],1729.9375,[1439.85027298],[2073168.80859375],suspicious
6998,0:58:19,21.07766667,[30.45437184],[927.468764],15681.5,[19754.49455258],[3.90240055e+08],15680.62778,[19754.91604892],[3.90256708e+08],10.38888889,[8.26060859],[68.23765432],2198.888889,[1899.70713792],[3608887.20987654],suspicious
7000,0:58:20,8.169333333,[6.25761795],[39.15778244],17124.55556,[21661.77850173],[4.69232648e+08],16863.26667,[21745.28863061],[4.72857578e+08],13.5,[9.13935325],[83.52777778],1988.083333,[1398.89592129],[1956909.79861111],suspicious
